id,title,incipit,institution_siglum
491399,,Domine ostende nobis patrem,F-TOm
491615,,Domine quinque talenta,F-TOm
491721,,Domine jam satis est quod,F-TOm
498094,,Domine deus virtutum converte,F-VAL
498319,,Domine deus virtutum converte,F-VAL
498410,,Domine audivi auditum tuum et,F-VAL
498496,,Domine virtus et laetitia rectorum,F-VAL
498566,,Domine suscipe me ut cum,F-VAL
498787,,Domine audivi auditum tuum et,F-VAL
498794,,Domine audivi auditum tuum et,F-VAL
499006,,Domine si tu vis potes ,F-VAL
499009,,Domine salva nos perimus,F-VAL
499011,,Domine nonne bonum semen,F-VAL
499025,,Domine in virtute tua,F-VAL
499032,,Domine ne in ira tua arguas,F-VAL
499056,,Domine dilexi decorem domus,F-VAL
499058,,Domine deus Israel exaudi,F-VAL
499092,,Domine in caelo misericordia,F-VAL
499108,,Domine in caelo misericordia,F-VAL
499111,,Domine in caelo misericordia,F-VAL
499162,,Domine deus meus in te,F-VAL
499189,,Domine deus in adjutorium,F-VAL
499235,,Domine refugium factus es,F-VAL
499238,,Domine refugium factus es,F-VAL
499247,,Domine probasti me et,F-VAL
499249,,Domine clamavi ad te exaudi,F-VAL
499276,,Domine audivi auditum tuum et,F-VAL
499298,,Domine exaudi orationem meam,F-VAL
499301,,Domine exaudi orationem meam,F-VAL
499305,,Domine exaudi orationem meam,F-VAL
499391,,Domine in virtute*,F-VAL
499415,,Domine in virtute*,F-VAL
499463,,Domine puer meus jacet,F-VAL
499464,,Domine non sum dignus ut,F-VAL
499474,,Domine in virtute*,F-VAL
499513,,Domine refugium factus es,F-VAL
499532,,Domine refugium*,F-VAL
499587,,Domine labia mea aperies et,F-VAL
499595,,Domine refugium*,F-VAL
499599,,Domine dimitte eam quia,F-VAL
499739,,Domine si hic fuisses Lazarus,F-VAL
499764,,Domine labia mea aperies et,F-VAL
499889,,Domine vim patior responde,F-VAL
500016,,Domine abstraxisti ab inferis,F-VAL
500451,,Domine ostende nobis patrem,F-VAL
500452,,Domine ostende nobis patrem,F-VAL
500946,,Domine in virtute*,F-VAL
500964,,Domine qui custodis pactum et,F-VAL
500967,,Domine si conversus fuerit,F-VAL
500991,,Domine pater et deus vitae,F-VAL
500994,,Domine pater et deus vitae,F-VAL
501071,,Domine deus qui conteris,F-VAL
501085,,Domine*,F-VAL
501091,,Domine rex omnipotens in,F-VAL
501096,,Domine deus caeli et terrae,F-VAL
501099,,Domine deus rex omnipotens,F-VAL
501177,,Domine factum est ut,F-VAL
501234,,Domine descende ut sanes,F-VAL
501305,,Domine Jesu Christe magister,F-VAL
501769,,Domine qui me creasti et,F-VAL
501915,,Domine si tu es*,F-VAL
502025,,Domine non aspicias peccata,F-VAL
502111,,Domine deus virtutum converte,F-VAL
502370,,Domine si tu es jube me,F-VAL
502530,,Domine non aspicias*,F-VAL
502596,,Domine si fuisses hic non,F-VAL
502622,,Domine si tu es jube*,F-VAL
502845,,Domine praevenisti eum in*,F-VAL
502868,,Domine mi rex da mihi ,F-VAL
503146,,Domine quinque*,F-VAL
503257,,Domine dilexi decorem domus,F-VAL
503336,,Domine qui operati sunt,F-VAL
503347,,Domine spes sanctorum et,F-VAL
503349,,Domine deus virtutum beati,F-VAL
503383,,Domine si adhuc*,F-VAL
503393,,Domine jam satis est quid,F-VAL
503410,,Domine si adhuc populo tuo,F-VAL
503428,,Domine si adhuc populo tuo,F-VAL
503480,,Domine Jesu Christe seminator,F-VAL
503485,,Domine Jesu Christe pastor,F-VAL
503845,,Domine praevenisti eum in,F-VAL
503927,,Domine dominus noster quam,F-VAL
503931,,Domine quinque talenta,F-VAL
503938,,Domine iste sanctus habitabit,F-VAL
503942,,Domine quinque talenta,F-VAL
504014,,Domine iste sanctus*,F-VAL
504015,,Domine praevenisti*,F-VAL
504178,,Domine quando veneris,F-VAL
504198,,Domine secundum actum meum,F-VAL
711237,,Domine deus salutis*,FIN-Hy
711243,,Domine refugium factus nobis a,FIN-Hy
711249,,Domine ne in furore*,FIN-Hy
711271,,Domine refugium*,FIN-Hy
711308,,Domine in auxilium*,FIN-Hy
711309,,Domine memorabor justitiae tuae solius,FIN-Hy
711385,,Domine deus meus clamavi ad,FIN-Hy
711491,,Domine refugium*,FIN-Hy
711534,,Domine quinque talenta tradidisti mihi,FIN-Hy
713103,,Domine ne in furore tuo,FIN-Hy
713117,,Domine libera animam meam a,FIN-Hy
713129,,Domine in auxilium meum respice,FIN-Hy
713590,,Domine quis habitabit in tabernaculo,FIN-Hy
715249,,Domine exaudi orationem meam et,FIN-Hy
1002226,,Domine deus salutis*,FIN-Hy
1002403,,Domine refugium factus es nobis,FIN-Hy
1002411,,Domine convertere et eripe,FIN-Hy
1002424,,Domine deus salutis meae [in,FIN-Hy
1002462,,Domine in tua misericordia speravi,FIN-Hy
1002577,,Domine quinque talenta tradidisti mihi,FIN-Hy
1003049,,Domine non secundum*,FIN-Hy
1003149,,Domine quinque talenta*,FIN-Hy
1003190,,Domine praevenisti*,FIN-Hy
1003198,,Domine quinque talenta*,FIN-Hy
1003281,,Domine probasti me et cognovisti,FIN-Hy
1003316,,Domine non secundum peccata nostra,FIN-Hy
1003317,,Domine ne memineris iniquita[tum nostrarum,FIN-Hy
1003426,,Domine praevenisti eum in benedictionibus,FIN-Hy
1003483,,Domine ad adjuvandum me festina,FIN-Hy
1003484,,Domine memorabor justitiae tuae solius,FIN-Hy
1003860,,Domine quinque*,FIN-Hy
1003919,,Domine non secundum peccata nostra,FIN-Hy
1003920,,Domine ne memineris iniquitatum nostrarum,FIN-Hy
1003950,,Domine vivifica me secundum eloquium,FIN-Hy
1003954,,Domine vivifica*,FIN-Hy
1004810,,Domine deus virtutum exaudi preces,FIN-Hy
1004891,,Domine refugium factus es nobis,FIN-Hy
1005045,,Domine quinque*,FIN-Hy
149368,,Domine virtus et laetitia,GB-AB
149442,,Domine suscipe me ut cum,GB-AB
149995,,Domine deus meus in te,GB-AB
149998,,Domine ne in ira tua arguas,GB-AB
150018,,Domine in virtute tua,GB-AB
150023,,Domine dilexi decorem domus,GB-AB
150029,,Domine deus Israel exaudi,GB-AB
150079,,Domine in caelo misericordia,GB-AB
150141,,Domine ne in ira tua arguas,GB-AB
150193,,Domine deus in adjutorium,GB-AB
150208,,Domine refugium factus est,GB-AB
150241,,Domine audivi auditum tuum et,GB-AB
150247,,Domine probasti me et,GB-AB
150249,,Domine clamavi ad te et,GB-AB
150262,,Domine exaudi orationem meam,GB-AB
150265,,Domine exaudi orationem meam,GB-AB
150285,,Domine puer meus jacet,GB-AB
150288,,Domine non est bonum semen,GB-AB
150390,,Domine refugium factus es,GB-AB
150450,,Domine refugium*,GB-AB
150475,,Domine non secundum peccata,GB-AB
150478,,Domine puer meus jacet,GB-AB
150479,,Domine non sum dignus ut,GB-AB
150606,,Domine deus Israel exaudi,GB-AB
150626,,Domine bonum est nos hic ,GB-AB
150661,,Domine labia mea aperies et,GB-AB
150863,,Domine vim patior responde,GB-AB
150979,,Domine abstraxisti ab inferis,GB-AB
151686,,Domine qui custodit pactum et,GB-AB
151689,,Domine si conversus fuerit,GB-AB
151765,,Domine pater et deus vitae,GB-AB
151766,,Domine pater et deus vitae,GB-AB
151822,,Domine deus qui conteris,GB-AB
151824,,Domine rex omnipotens*,GB-AB
151829,,Domine rex omnipotens in,GB-AB
151834,,Domine deus caeli et terrae,GB-AB
151974,,Domine si conversus fuerit,GB-AB
152014,,Domine clamavi ad te exaudi,GB-AB
152083,,Domine Jesu Christe magister,GB-AB
152583,,Domine ostende nobis patrem,GB-AB
152591,,Domine ostende*,GB-AB
152594,,Domine ostende nobis,GB-AB
152596,,Domine ostende*,GB-AB
152601,,Domine ostende*,GB-AB
152780,,Domine si tu es jube me,GB-AB
153353,,Domine mi rex da mihi ,GB-AB
153363,,Domine mi rex*,GB-AB
153919,,Domine quando veneris,GB-AB
153929,,Domine secundum actum meum,GB-AB
154034,,Domine jam satis est quod,GB-AB
154040,,Domine si adhuc populo tuo,GB-AB
154059,,Domine si adhuc populo tuo,GB-AB
154069,,Domine si adhuc*,GB-AB
154136,,Domine Jesu Christe seminator,GB-AB
154140,,Domine Jesu Christe pastor,GB-AB
154185,,Domine praevenisti eum*,GB-AB
154354,,Domine quinque talenta,GB-AB
154360,,Domine iste sanctus habitabit,GB-AB
675538,,Domine ad te dirigatur oratio,GB-Ccc
675806,,Domine qui moysi locutus dicens,GB-Ccc
675811,,Domine deus majestas domini aedificavit ,GB-Ccc
676109,,Domine ad te dirigatur oratio,GB-Ccc
676127,,Domine deus in simplicitate cordis ,GB-Ccc
676137,,Domine qui moysi locutus es,GB-Ccc
676138,,Domine ad te dirigatur*,GB-Ccc
676142,,Domine ad te dirigatur*,GB-Ccc
676161,,Domine ad te dirigatur*,GB-Ccc
676628,,Domine ad te dirigatur*,GB-Ccc
209743,,Domine deus meus in te,GB-Cu
209746,,Domine ne in ira tua arguas,GB-Cu
209766,,Domine in virtute tua,GB-Cu
209771,,Domine dilexi decorem domus,GB-Cu
209776,,Domine deus Israel exaudi,GB-Cu
209826,,Domine in caelo misericordia,GB-Cu
209892,,Domine ne in ira tua arguas,GB-Cu
209942,,Domine deus in adjutorium,GB-Cu
209957,,Domine refugium factus es,GB-Cu
209990,,Domine audivi auditum tuum et,GB-Cu
209996,,Domine probasti me et,GB-Cu
209998,,Domine clamavi ad te et,GB-Cu
210011,,Domine exaudi orationem meam,GB-Cu
210014,,Domine exaudi orationem meam,GB-Cu
210033,,Domine puer meus jacet,GB-Cu
210036,,Domine nonne bonum semen,GB-Cu
210072,,Domine refugium*,GB-Cu
210127,,Domine refugium*,GB-Cu
210194,,Domine puer meus jacet,GB-Cu
210195,,Domine non sum dignus ut,GB-Cu
210318,,Domine bonum est nos hic ,GB-Cu
210344,,Domine labia mea aperies et,GB-Cu
210455,,Domine ut video propheta es,GB-Cu
210512,,Domine si hic fuisses Lazarus,GB-Cu
210653,,Domine deus auxiliator meus,GB-Cu
210696,,Domine vim patior responde,GB-Cu
210819,,Domine abstraxisti ab inferis,GB-Cu
211515,,Domine qui custodis pactum et,GB-Cu
211518,,Domine si conversus fuerit,GB-Cu
211594,,Domine pater et deus vitae,GB-Cu
211595,,Domine pater et deus vitae,GB-Cu
211650,,Domine deus qui conteris,GB-Cu
211652,,Domine rex*,GB-Cu
211656,,Domine rex omnipotens in,GB-Cu
211661,,Domine deus caeli et terrae,GB-Cu
211836,,Domine Jesu Christe magister,GB-Cu
212271,,Domine qui me creasti et,GB-Cu
212417,,Domine ostende nobis patrem,GB-Cu
212425,,Domine ostende*,GB-Cu
212429,,Domine ostende nobis,GB-Cu
212431,,Domine ostende nobis patrem,GB-Cu
212438,,Domine ostende*,GB-Cu
212637,,Domine si tu es jube me,GB-Cu
213302,,Domine mi rex da mihi ,GB-Cu
213312,,Domine mi rex*,GB-Cu
213891,,Domine quando veneris,GB-Cu
213901,,Domine secundum actum meum,GB-Cu
213958,,Domine jam satis est quod,GB-Cu
213964,,Domine si adhuc populo tuo,GB-Cu
213983,,Domine si adhuc populo tuo,GB-Cu
213993,,Domine si adhuc*,GB-Cu
214110,,Domine Jesu Christe seminator,GB-Cu
214114,,Domine Jesu Christe pastor*,GB-Cu
214168,,Domine praevenisti eum in,GB-Cu
214307,,Domine quinque talenta,GB-Cu
214314,,Domine dominus noster quam,GB-Cu
214323,,Domine iste sanctus habitabit,GB-Cu
214382,,Domine iste sanctus*,GB-Cu
165681,,Domine audivi auditum tuum et,GB-Lbl
165712,,Domine libera animam meam a,GB-Lbl
165726,,Domine suscipe me ut cum,GB-Lbl
165751,,Domine si tu vis potes ,GB-Lbl
165753,,Domine salva nos perimus,GB-Lbl
165808,,Domine miserere Christus,GB-Lbl
165811,,Domine miserere Ihesu Christe qui,GB-Lbl
165814,,Domine*,GB-Lbl
165917,,Domine si in tempore hoc,GB-Lbl
166002,,Domine rex omnipotens in,GB-Lbl
166006,,Domine factum est ut,GB-Lbl
166080,,Domine ostende nobis patrem,GB-Lbl
166262,,Domine quinque talenta,GB-Lbl
637942,,Domine deus virtutum converte nos ,GB-Lbl
673682,,Domine vobiscum et cum spiritu,GB-Lbl
674350,,Domine deus in simplicitate cordis ,GB-Lbl
674451,,Domine ad te dirigatur*,GB-Lbl
674463,,Domine ad te dirigatur*,GB-Lbl
674711,,Domine ad te dirigatur*,GB-Lbl
674726,,Domine ad te dirigatur*,GB-Lbl
713162,,Domine ne longe facias auxilium,GB-Lbl
713347,,Domine audivi auditum tuum et ,GB-Lbl
713393,,Domine probasti me et cognovisti ,GB-Lbl
714320,,Domine exaudi orationem meam et,GB-Lbl
714323,,Domine exaudi orationem meam et,GB-Lbl
714329,,Domine exaudi orationem meam et,GB-Lbl
714407,,Domine audivi auditum tuum et,GB-Lbl
714419,,Domine domine virtus salutis meae,GB-Lbl
714575,,Domine probasti me et cognovisti,GB-Lbl
714846,,Domine deus salutis meae in,GB-Lbl
714854,,Domine deus salutis*,GB-Lbl
714864,,Domine in tua misericordia speravi,GB-Lbl
714877,,Domine convertere*,GB-Lbl
715029,,Domine dominus noster quam admirabile,GB-Lbl
715073,,Domine in auxilium*,GB-Lbl
715074,,Domine memorabor*,GB-Lbl
715103,,Domine deus*,GB-Lbl
715123,,Domine refugium factus es nobis,GB-Lbl
715152,,Domine deus in simplicitate cordis,GB-Lbl
715197,,Domine deus virtutum converte nos,GB-Lbl
715341,,Domine non secundum peccata nostra,GB-Lbl
715342,,Domine ne memineris iniquitatum nostrarum,GB-Lbl
715356,,Domine vivifica me secundum eloquium,GB-Lbl
715380,,Domine deus virtutum exaudi preces,GB-Lbl
715383,,Domine refugium factus es nobis,GB-Lbl
715412,,Domine deus salutis meae in,GB-Lbl
1000006,,Domine refugium factus es,GB-Lbl
1000011,,Domine deus salutis meae in,GB-Lbl
1000012,,Domine deus meus in te,GB-Lbl
1000026,,Domine dominus noster quam admirabile,GB-Lbl
1000033,,Domine ne in furore tuo,GB-Lbl
1000046,,Domine libera animam meam a,GB-Lbl
1000047,,Domine in auxilium meum respice,GB-Lbl
1000077,,Domine quis habitabit in tabernaculo,GB-Lbl
1000082,,Domine fac mecum misericordiam tuam,GB-Lbl
1000183,,Domine tu mihi lavas pedes,GB-Lbl
1000184,,Domine non tantum pedes sed,GB-Lbl
1000228,,Domine ad adjuvandum me festina,GB-Lbl
1000229,,Domine memorabor justitiae tuae solius,GB-Lbl
1000256,,Domine convertere et eripe animam,GB-Lbl
1000280,,Domine deus meus clamavi ad,GB-Lbl
1000310,,Domine dominus noster quam,GB-Lbl
1000338,,Domine prae*,GB-Lbl
1000346,,Domine quinque*,GB-Lbl
1000387,,Domine probasti me et,GB-Lbl
1000426,,Domine si conversus fuerit,GB-Lbl
1000505,,Domine praevenisti*,GB-Lbl
1000749,,Domine probasti me et,GB-Lbl
1000833,,Domine quinque*,GB-Lbl
1000889,,Domine praevenisti*,GB-Lbl
1000982,,Domine praevenisti*,GB-Lbl
1001000,,Domine quinque*,GB-Lbl
1001044,,Domine salvum fac regem et,GB-Lbl
1001083,,Domine deus meus in te,GB-Lbl
1001086,,Domine ne in ira tua arguas,GB-Lbl
1001104,,Domine in virtute tua laetabitur,GB-Lbl
1001109,,Domine dilexi decorem domus tuae,GB-Lbl
1001189,,Domine Jesu Christe rex,GB-Lbl
1001198,,Domine praevenisti*,GB-Lbl
1001213,,Domine exaudi orationem meam,GB-Lbl
1001256,,Domine in caelo misericordia tua,GB-Lbl
1001379,,Domine praevenisti eum in,GB-Lbl
1001395,,Domine quinque talenta,GB-Lbl
1001421,,Domine ne in ira tua,GB-Lbl
1001537,,Domine deus in adjutorium meum,GB-Lbl
1001551,,Domine refugium factus es nobis,GB-Lbl
1001579,,Domine audivi auditum tuum et,GB-Lbl
1001583,,Domine probasti me et cognovisti,GB-Lbl
1001585,,Domine clamavi ad te exaudi,GB-Lbl
1001595,,Domine exaudi orationem meam R.,GB-Lbl
1001655,,Domine quinque talenta tradidisti mihi,GB-Lbl
1001665,,Domine praevenisti eum in benedictionibus,GB-Lbl
1001685,,Domine praevenisti eum in benedictionibus,GB-Lbl
1001716,,Domine in virtute tua laetabitur,GB-Lbl
1001719,,Domine praevenisti eum in benedictionibus,GB-Lbl
1001753,,Domine exaudi orationem meam et,GB-Lbl
1001764,,Domine si tu vis potes,GB-Lbl
1001766,,Domine salva nos perimus impera,GB-Lbl
1001767,,Domine nonne bonum semen seminasti,GB-Lbl
1001795,,Domine refugium tu factus es,GB-Lbl
1001848,,Domine praevenisti eum in benedictionibus,GB-Lbl
1001855,,Domine praevenisti eum in benedictionibus,GB-Lbl
1002257,,Domine vim patior responde,GB-Lbl
1002358,,Domine abstraxisti ab,GB-Lbl
378221,,Domine deus virtutum,GB-Ob
378478,,Domine deus virtutum converte,GB-Ob
378564,,Domine audivi auditum tuum et,GB-Ob
378624,,Domine virtus et laetitia,GB-Ob
378677,,Domine libera animam meam a,GB-Ob
378693,,Domine suscipe me ut cum,GB-Ob
378865,,Domine audivi auditum tuum et,GB-Ob
378871,,Domine audivi*,GB-Ob
379005,,Domine si tu vis potes me,GB-Ob
379006,,Domine puer meus jacet,GB-Ob
379007,,Domine non sum dignus ut,GB-Ob
379010,,Domine salva nos perimus,GB-Ob
379018,,Domine ne in ira tua arguas,GB-Ob
379037,,Domine dilexi decorem domus,GB-Ob
379039,,Domine deus Israel exaudi,GB-Ob
379123,,Domine ne in ira tua arguas,GB-Ob
379164,,Domine deus in adjutorium,GB-Ob
379178,,Domine refugium factus es,GB-Ob
379205,,Domine audivi auditionem tuum,GB-Ob
379209,,Domine probasti me et,GB-Ob
379211,,Domine clamavi ad te exaudi,GB-Ob
379223,,Domine exaudi orationem meam,GB-Ob
379463,,Domine dominus*,GB-Ob
379468,,Domine*,GB-Ob
379608,,Domine audivi auditum tuum et,GB-Ob
379754,,Domine bonum est nos hic esse,GB-Ob
379782,,Domine labia mea aperies et,GB-Ob
379948,,Domine si hic fuisses Lazarus,GB-Ob
380021,,Domine labia mea aperies et,GB-Ob
380106,,Domine vim patior responde,GB-Ob
380169,,Domine miserere nobis,GB-Ob
380172,,Domine miserere nobis,GB-Ob
380175,,Domine miserere nobis,GB-Ob
380178,,Domine miserere nobis,GB-Ob
380181,,Domine miserere nobis,GB-Ob
380242,,Domine abstraxisti ab inferis,GB-Ob
380260,,Domine post passionem tuam et,GB-Ob
380544,,Domine ostende nobis patrem,GB-Ob
380695,,Domine si in tempore hoc,GB-Ob
380914,,Domine si tu es jube me,GB-Ob
381248,,Domine mi rex da mihi in,GB-Ob
381459,,Domine Jesu Christe ne,GB-Ob
381498,,Domine qui operati sunt,GB-Ob
381505,,Domine spes sanctorum et,GB-Ob
381528,,Domine deus noster cujus,GB-Ob
381541,,Domine si adhuc populo tuo,GB-Ob
381544,,Domine si adhuc populo tuo,GB-Ob
381567,,Domine si adhuc populo tuo,GB-Ob
381597,,Domine Jesu Christe seminator,GB-Ob
381605,,Domine Jesu Christe pastor,GB-Ob
381845,,Domine quinque talenta,GB-Ob
381852,,Domine dominus noster quam,GB-Ob
381860,,Domine iste sanctus habitabit,GB-Ob
381988,,Domine dilexi*,GB-Ob
381995,,Domine dilexi*,GB-Ob
381996,,Domine dilexi decorem domus,GB-Ob
382033,,Domine qui custodis pactum et,GB-Ob
382034,,Domine si conversus fuerit,GB-Ob
382074,,Domine pater et deus vitae,GB-Ob
382077,,Domine pater et deus vitae,GB-Ob
382152,,Domine deus qui conteris,GB-Ob
382157,,Domine rex omnipotens in,GB-Ob
382166,,Domine rex omnipotens in,GB-Ob
382237,,Domine factum est ut,GB-Ob
382279,,Domine descende ut sanes,GB-Ob
382506,,Domine deus virtutum*,GB-Ob
382804,,Domine audivi auditum tuum et,GB-Ob
382880,,Domine virtus et laetitia,GB-Ob
382901,,Domine libera animam meam a,GB-Ob
382905,,Domine suscipe me*,GB-Ob
382927,,Domine suscipe me ut cum,GB-Ob
383004,,Domine audivi*,GB-Ob
383010,,Domine audivi auditum tuum et,GB-Ob
383189,,Domine si tu vis potes ,GB-Ob
383190,,Domine puer meus jacet,GB-Ob
383191,,Domine non sum dignus ut,GB-Ob
383194,,Domine salva nos perimus,GB-Ob
383198,,Domine ne in ira tua ,GB-Ob
383217,,Domine dilexi decorem domus,GB-Ob
383241,,Domine in caelo*,GB-Ob
383280,,Domine ne in ira tua ,GB-Ob
383305,,Domine deus*,GB-Ob
383319,,Domine refugium*,GB-Ob
383340,,Domine audivi*,GB-Ob
383349,,Domine exaudi*,GB-Ob
383352,,Domine exaudi orationem meam,GB-Ob
383507,,Domine Jesu Christe verus,GB-Ob
383682,,Domine audivi auditum tuum et,GB-Ob
383793,,Domine refugium*,GB-Ob
383844,,Domine labia mea aperies et,GB-Ob
383850,,Domine dimitte eam quia,GB-Ob
383945,,Domine si hic fuisses Lazarus,GB-Ob
384076,,Domine vim patior responde,GB-Ob
384188,,Domine abstraxisti ab inferis,GB-Ob
384215,,Domine miserere Christus,GB-Ob
384218,,Domine miserere Christus*,GB-Ob
384221,,Domine miserere Christus*,GB-Ob
384230,,Domine tu mihi lavas pedes,GB-Ob
384487,,Domine ostende nobis patrem,GB-Ob
384625,,Domine si in tempore hoc,GB-Ob
384863,,Domine si tu es jube ,GB-Ob
385038,,Domine ait Martha non est,GB-Ob
385299,,Domine mi rex da mihi ,GB-Ob
385519,,Domine Jesu Christe ne,GB-Ob
385556,,Domine qui operati sunt,GB-Ob
385563,,Domine spes sanctorum et,GB-Ob
385579,,Domine deus virtutum beati,GB-Ob
385590,,Domine deus noster cujus,GB-Ob
385597,,Domine si adhuc populo tuo,GB-Ob
385600,,Domine si adhuc populo tuo,GB-Ob
385620,,Domine si adhuc populo tuo,GB-Ob
385628,,Domine deus*,GB-Ob
385653,,Domine Jesu Christe seminator,GB-Ob
385660,,Domine Jesu Christe pastor,GB-Ob
385733,,Domine Jesu Christe magister,GB-Ob
385899,,Domine quinque talenta,GB-Ob
385906,,Domine dominus noster quam,GB-Ob
385913,,Domine iste sanctus habitabit,GB-Ob
385994,,Domine dilexi*,GB-Ob
386040,,Domine dilexi*,GB-Ob
386041,,Domine dilexi decorem domus,GB-Ob
386064,,Domine qui custodis pactum et,GB-Ob
386065,,Domine si conversus fuerit,GB-Ob
386096,,Domine pater et deus vitae,GB-Ob
386099,,Domine pater et deus vitae,GB-Ob
386197,,Domine deus exercituum magne,GB-Ob
386198,,Domine deus qui conteris,GB-Ob
386205,,Domine rex omnipotens in,GB-Ob
386217,,Domine rex omnipotens in,GB-Ob
386294,,Domine factum est ut,GB-Ob
386357,,Domine descende ut sanes,GB-Ob
514481,,Domine deus virtutum converte nos*,GB-WO
514962,,Domine deus virtutum converte nos,GB-WO
515045,,Domine audivi auditum tuum et ,GB-WO
515127,,Domine virtus et laetitia rectorum,GB-WO
515196,,Domine suscipe me ut cum ,GB-WO
515737,,Domine in virtute tua laetabitur ,GB-WO
515741,,Domine ne in ira tua ,GB-WO
515764,,Domine dilexi decorem domus tuae ,GB-WO
